Age,Gender,MaritalStatus,IncomeLevel,TotalAmountSpent,TransactionCount,ServiceInteractionCount,UnresolvedIssues,ChurnStatus,HighServiceIssueFlag,AvgTransactionValue
1.2296280895906782,M,Single,Low,-1.1521961328580568,-1.5579540466010575,-1.223521960580991,-1.5078647910441039,0,0,2.1137904997984616
1.4265471238495815,M,Married,Low,0.3797578126135717,0.7478486864049475,-1.223521960580991,-1.5078647910441039,1,0,-0.34974710603455245
-1.6585177462065699,M,Single,Low,0.5904807247183774,0.36354823090394667,-1.223521960580991,-1.5078647910441039,0,0,0.4414740130717631
-1.4615987119476666,M,Widowed,Low,-0.47382169757285814,-0.02075222459705415,1.223521960580991,0.35140128915824353,0,1,-0.8237234724617574
-1.4615987119476666,M,Divorced,Medium,0.9948449346207011,1.1321491419059484,0.0,0.35140128915824353,0,1,0.01739172016220301
0.9014296991591727,F,Divorced,Medium,-0.139233376089913,-0.02075222459705415,-1.223521960580991,-1.5078647910441039,0,0,-0.20103232567424764
-1.06776064342986,F,Married,High,-1.5989054072525135,-1.5579540466010575,0.0,0.35140128915824353,0,1,-2.042988032106742
-0.41136386256684915,M,Single,Low,1.056330618475401,0.7478486864049475,1.223521960580991,2.210667369360591,1,1,0.5496436405660541
-0.280084506394247,M,Divorced,High,0.06795400759760309,-0.02075222459705415,-1.223521960580991,-1.5078647910441039,0,0,0.1845571921441715
1.6234661581084848,M,Married,High,0.17648524774826516,0.7478486864049475,0.0,0.35140128915824353,1,1,-0.619964091248357
0.7045106649002695,M,Divorced,Medium,0.6322703996890204,-0.02075222459705415,1.223521960580991,0.35140128915824353,0,1,1.2347875761126272
-0.14880515022164478,F,Married,Low,-1.598404202074584,-1.5579540466010575,1.223521960580991,0.35140128915824353,0,1,-2.038324151047807
-1.2646796776887634,F,Divorced,Low,-1.1853569511167714,-0.7893531355990558,-1.223521960580991,-1.5078647910441039,0,0,-1.4890786267019012
-0.08316547213534368,M,Widowed,Medium,2.1355608274174145,1.5164495974069492,1.223521960580991,0.35140128915824353,0,1,0.8464053319183777
-0.08316547213534368,M,Divorced,Medium,0.8763573213408905,1.1321491419059484,1.223521960580991,2.210667369360591,0,1,-0.1204291164003058
-0.8708416091709568,F,Single,Medium,1.019634271799397,1.5164495974069492,1.223521960580991,-1.5078647910441039,1,0,-0.30738001833702133
-1.5928780681202688,M,Married,Low,0.48521409126720466,0.7478486864049475,1.223521960580991,0.35140128915824353,0,1,-0.20956056532487133
0.8357900210728716,F,Married,High,-0.42764309077385554,-0.02075222459705415,-1.223521960580991,0.35140128915824353,1,1,-0.7377820101379264
0.9014296991591727,F,Divorced,High,-0.33840147693055034,-0.02075222459705415,1.223521960580991,2.210667369360591,0,1,-0.5716974241040759
-0.14880515022164478,M,Single,Low,2.043799641598569,1.5164495974069492,-1.223521960580991,-1.5078647910441039,0,0,0.7515310667735597
1.3609074457632804,M,Divorced,High,-0.4796058762478872,-0.02075222459705415,0.0,0.35140128915824353,0,1,-0.8344882141491368
-0.08316547213534368,F,Divorced,Low,0.42758904189115415,0.36354823090394667,1.223521960580991,-1.5078647910441039,0,0,0.1888471223794625
-0.5426432187394513,F,Divorced,Low,0.30297859778906455,-0.40505268009805495,1.223521960580991,0.35140128915824353,0,1,1.5614987468329813
0.7701503429865705,M,Widowed,Medium,-0.16777497906013825,-0.02075222459705415,-1.223521960580991,-1.5078647910441039,0,0,-0.2541501494103319
-0.01752579404904259,F,Married,Low,-0.6804265995671043,-0.7893531355990558,-1.223521960580991,-1.5078647910441039,0,0,0.07710305322417309
-0.8052019310846557,M,Single,Medium,-0.9418796033299514,-0.7893531355990558,-1.223521960580991,-1.5078647910441039,1,0,-0.7338660307262803
-1.1334003215161612,M,Widowed,Medium,1.2781071366664445,1.1321491419059484,-1.223521960580991,0.35140128915824353,0,1,0.34687285807904533
-1.06776064342986,F,Widowed,High,0.5895054065342975,0.36354823090394667,1.223521960580991,2.210667369360591,0,1,0.439961402998595
-0.34572418448054804,F,Divorced,Medium,-0.5608146611584239,-0.7893531355990558,1.223521960580991,0.35140128915824353,0,1,0.4481126906151114
